Latitude,Longitude,Slide_Name,State,Material Involved,Movement Type,Initiation_Year,History_date
11.341111,76.632222,,Tamil Nadu,Debris,Subsidence,0,
11.341111,76.935556,,Tamil Nadu,Debris,Slide,0,
11.341111,76.938889,,Tamil Nadu,Debris,Slide,0,
11.341489,76.179072,Mooleppadam,Kerala,Rock,Flow,0,
11.341564,76.108111,Valalmthode,Kerala,Soil,Flow,0,
11.342165,76.850089,,Tamil Nadu,Debris,Slide,0,
11.342222,76.850833,,Tamil Nadu,Debris,Slide,0,
11.3425,76.596389,,Tamil Nadu,Debris,Slide,0,
11.3425,76.775833,,Tamil Nadu,Debris,Slide,0,
11.3425,76.849444,,Tamil Nadu,Soil,Slide,0,
11.342778,76.853889,,Tamil Nadu,Debris,Slide,0,
11.342778,76.850833,,Tamil Nadu,Debris,Slide,0,
11.343056,76.855556,,Tamil Nadu,Debris,Slide,0,
11.343086,76.159575,Palakkayam,Kerala,Soil,Slide,0,
11.343276,76.846755,,Tamil Nadu,Soil,Slide,0,
11.343554,76.847311,,Tamil Nadu,Debris,Slide,0,
11.343727,76.873724,,Tamil Nadu,Debris,Slide,0,
11.343889,76.863333,,Tamil Nadu,Rock,Slide,0,
11.344167,76.861111,,Tamil Nadu,Debris,Slide,0,
11.344167,76.756944,,Tamil Nadu,Soil,Slide,0,
11.3454,76.09737,Kandilapara 1,Kerala,Debris,Flow,0,
11.345444,76.097378,Kandilapara,Kerala,Debris,Flow,0,
11.3458,76.0593,Panakkachal 2nd,Kerala,Debris,Flow,2007,
11.345861,76.059361,Koodaranji village,Kerala,Debris,Flow,0,
11.346667,76.878333,,Tamil Nadu,Rock,Slide,0,
11.346944,76.641389,,Tamil Nadu,Soil,Slide,0,
11.34772,76.09553,Kandilapara 2,Kerala,Debris,Flow,0,
11.347728,76.095533,Kandilapara,Kerala,Debris,Flow,0,
11.347778,76.666944,,Tamil Nadu,Debris,Slide,0,
11.348333,76.577778,,Tamil Nadu,Debris,Slide,0,
11.348889,76.643333,,Tamil Nadu,Debris,Slide,0,
11.349444,76.6425,,Tamil Nadu,Debris,Slide,0,
11.3495,76.0622,,Kerala,Debris,Flow,2007,
11.349528,76.062222,Koodaranji village,Kerala,Debris,Flow,0,
11.35,76.786389,,Tamil Nadu,Debris,Slide,0,
11.350556,76.763889,,Tamil Nadu,Debris,Slide,0,
11.35099,76.05894,Panackacahal_3,Kerala,Rock,Flow,0,
11.3514,76.0758,Chulliyam_1,Kerala,Debris,Flow,0,
11.351944,76.578611,,Tamil Nadu,Debris,Slide,0,
11.352108,76.077271,Kadavu slide,Kerala,Debris,Slide,0,
11.3524,76.0583,Panackachal_2,Kerala,Debris,Flow,0,
11.354191,76.058962,Panackachal_1,Kerala,Rock,Flow,0,
11.355278,76.693611,,Tamil Nadu,Debris,Slide,0,
11.356303,76.202531,Addyanpara,Kerala,Debris,Slide,0,
11.356433,76.205125,Addyanpara,Kerala,Debris,Flow,0,
11.3565,76.202111,Addyanpara,Kerala,Debris,Slide,0,
11.357003,76.200072,Addyanpara,Kerala,Debris,Flow,0,
11.357222,76.650833,,Tamil Nadu,Soil,Slide,0,
11.357669,76.196267,Addyanpara,Kerala,Debris,Flow,0,
11.357778,76.696944,,Tamil Nadu,Debris,Slide,0,
11.358058,76.196861,Addyanpara,Kerala,Debris,Flow,0,
11.358233,76.075022,Manjakadavu,Kerala,Debris,Slide,2014,
11.358333,76.668056,,Tamil Nadu,Soil,Slide,0,
11.358333,76.606111,,Tamil Nadu,Debris,Slide,0,
11.358986,76.195258,Addyanpara,Kerala,Debris,Flow,0,
11.359444,76.781667,,Tamil Nadu,Debris,Slide,0,
11.359444,76.808889,,Tamil Nadu,Soil,Slide,0,
11.359794,76.060058,Kuliramutti,Kerala,Debris,Slide,2015,
11.36,76.775833,,Tamil Nadu,Debris,Slide,0,
11.360142,76.192817,Addyanpara,Kerala,Debris,Slide,0,
11.360278,76.703056,,Tamil Nadu,Debris,Slide,0,
11.360278,76.705833,,Tamil Nadu,Debris,Slide,0,
11.361711,76.070767,Manjakadavu,Kerala,Debris,Slide,2015,
11.361944,76.078469,Manjakadavu,Kerala,Debris,Slide,2015,
11.362178,76.211794,Chettiyampara colony,Kerala,Rock,Flow,0,
11.3625,76.834167,,Tamil Nadu,Debris,Slide,0,
11.362646,76.069801,Kooriyodu,Kerala,Rock,Slide,0,
11.362778,76.605,,Tamil Nadu,Soil,Slide,0,
11.362778,76.761389,,Tamil Nadu,Debris,Slide,0,
11.363333,76.903611,,Tamil Nadu,Debris,Slide,0,
11.363342,76.210686,Chettiyampara,Kerala,Debris,Flow,0,
11.363889,76.722222,,Tamil Nadu,Soil,Slide,0,
11.364317,76.071747,Shrambi,Kerala,Rock,Slide,0,
11.365278,76.708611,,Tamil Nadu,Soil,Slide,0,
11.365278,76.818056,,Tamil Nadu,Soil,Slide,0,
11.365556,76.708056,,Tamil Nadu,Soil,Slide,0,
11.366194,76.072064,Shrambi,Kerala,Rock,Slide,2011,
11.366667,76.6625,,Tamil Nadu,Soil,Slide,0,
11.367528,76.071781,Shrambi,Kerala,Rock,Slide,0,
11.368889,76.748056,,Tamil Nadu,Debris,Subsidence,0,
11.368889,76.855556,,Tamil Nadu,Debris,Slide,0,
11.369444,76.748889,,Tamil Nadu,Debris,Subsidence,0,
11.369736,76.109981,,Kerala,Rock,Slide,0,
11.3725,76.664167,,Tamil Nadu,Soil,Slide,0,
11.3725,76.664167,,Tamil Nadu,Soil,Flow,0,
11.373611,76.817222,,Tamil Nadu,Debris,Slide,0,
11.374444,76.711111,,Tamil Nadu,Soil,Slide,0,
11.374665,76.758422,,Tamil Nadu,Soil,Slide,0,
11.374722,76.741389,,Tamil Nadu,Soil,Slide,0,
11.375,76.572222,,Tamil Nadu,Debris,Slide,0,
11.375,76.710278,,Tamil Nadu,Soil,Slide,0,
11.375,76.897222,,Tamil Nadu,Debris,Slide,0,
11.37522,76.755922,,Tamil Nadu,Soil,Slide,0,
11.376111,76.578889,,Tamil Nadu,Debris,Slide,0,
11.376125,76.036006,,Kerala,Debris,Slide,2015,
11.377078,76.209178,Villakkinnnapara,Kerala,Debris,Slide,0,
11.37724,76.21258,Vilakkennanpara,Kerala,Rock,Flow,0,
11.377778,76.743056,,Tamil Nadu,Soil,Slide,0,
11.378056,76.740278,,Tamil Nadu,Debris,Slide,0,
11.378056,76.740278,,Tamil Nadu,Debris,Slide,0,
11.378056,76.833056,,Tamil Nadu,Debris,Slide,0,
11.378889,76.899444,,Tamil Nadu,Debris,Slide,0,
11.379167,76.7025,,Tamil Nadu,Debris,Slide,0,
11.379444,76.715278,,Tamil Nadu,Debris,Slide,0,
11.380556,76.824444,,Tamil Nadu,Debris,Slide,0,
11.381111,76.641944,,Tamil Nadu,Soil,Slide,0,
11.381389,76.642778,,Tamil Nadu,Soil,Slide,0,
11.381632,76.083944,Medapara_1,Kerala,Debris,Flow,0,
11.381667,76.706111,,Tamil Nadu,Soil,Slide,0,
11.381944,76.788611,,Tamil Nadu,Debris,Slide,0,
11.382778,76.891944,,Tamil Nadu,Debris,Slide,0,
11.383056,76.706389,,Tamil Nadu,Soil,Slide,0,
11.383336,76.014775,Elinjikkal,Kerala,Soil,Slide,0,
11.384167,76.735278,,Tamil Nadu,Soil,Slide,0,
11.384442,76.067714,Ottaplavu,Kerala,Debris,Slide,2015,
11.385,76.734167,,Tamil Nadu,Soil,Slide,0,
11.385833,76.674444,,Tamil Nadu,Debris,Slide,0,
11.386389,76.734722,,Tamil Nadu,Soil,Slide,0,
11.386667,76.733333,,Tamil Nadu,Soil,Slide,0,
11.387222,76.723333,,Tamil Nadu,Debris,Slide,0,
11.389033,76.355147,on NH 212,Kerala,Soil,Slide,0,
11.389444,76.674444,,Tamil Nadu,Soil,Slide,0,
11.389817,76.356447,on NH 212,Kerala,Soil,Slide,0,
11.39,76.718611,,Tamil Nadu,Soil,Subsidence,0,
11.39,76.718611,,Tamil Nadu,Debris,Slide,0,
11.390106,76.357256,on NH 212,Kerala,Debris,Slide,0,
11.390439,76.074742,Ottaplavu,Kerala,Rock,Slide,0,
11.390911,76.068761,Mavinchodu,Kerala,Rock,Slide,0,
11.391111,76.675556,,Tamil Nadu,Soil,Slide,0,
11.391389,76.713889,,Tamil Nadu,Debris,Slide,0,
11.391389,76.719444,,Tamil Nadu,Debris,Slide,0,
11.3925,76.676667,,Tamil Nadu,Soil,Slide,0,
11.392778,76.676667,,Tamil Nadu,Debris,Slide,0,
11.392986,76.077699,Kallanpullu,Kerala,Rock,Slide,0,
11.393056,76.6775,,Tamil Nadu,Soil,Slide,0,
11.393056,76.815556,,Tamil Nadu,Debris,Slide,0,
11.393333,76.6775,,Tamil Nadu,Debris,Slide,0,
11.393611,76.678056,,Tamil Nadu,Debris,Slide,0,
11.394964,76.362556,on NH 212,Kerala,Soil,Slide,0,
11.395306,76.067806,Thampurankoli,Kerala,Rock,Slide,1986,
11.396256,76.226561,Vaalankolli,Kerala,Debris,Slide,0,
11.396989,76.082361,Thampurankoli,Kerala,Rock,Slide,2014,
11.397517,76.081975,Thampurankoli,Kerala,Debris,Slide,2015,
11.398056,76.718333,,Tamil Nadu,Soil,Slide,0,
11.398222,76.226583,Kurumpalangad Village,Kerala,Debris,Slide,0,
11.398611,76.708056,,Tamil Nadu,Debris,Slide,0,
11.398711,76.366186,on NH 212,Kerala,Debris,Slide,0,
11.4,76.708333,,Tamil Nadu,Debris,Slide,0,
11.400278,76.800556,,Tamil Nadu,Debris,Slide,0,
11.400556,76.813056,,Tamil Nadu,Debris,Slide,0,
11.401389,76.721389,,Tamil Nadu,Soil,Slide,0,
11.401672,76.017956,Kanjirampara,Kerala,Debris,Slide,2015,
11.404167,76.744444,,Tamil Nadu,Soil,Slide,0,
11.404606,76.025594,Thottinkuzhi,Kerala,Soil,Slide,2015,
11.405026,76.056631,Kodakattupara,Kerala,Rock,Slide,2012,
11.405556,76.742778,,Tamil Nadu,Debris,Slide,0,
11.4075,76.820833,,Tamil Nadu,Debris,Slide,0,
11.4075,76.808611,,Tamil Nadu,Debris,Slide,0,
11.407778,76.808889,,Tamil Nadu,Soil,Slide,0,
11.407861,76.23675,,Kerala,Debris,Slide,2019,
11.408056,76.807778,,Tamil Nadu,Debris,Slide,0,
11.408521,76.884438,,Tamil Nadu,Debris,Slide,0,
11.409086,76.769849,,Tamil Nadu,Debris,Slide,0,
11.409314,76.374719,on NH 212,Kerala,Debris,Slide,0,
11.409364,76.772626,,Tamil Nadu,Debris,Slide,0,
11.409444,76.880833,,Tamil Nadu,Debris,Slide,0,
11.410278,76.565833,,Tamil Nadu,Soil,Slide,0,
11.410653,76.375231,on NH 212,Kerala,Soil,Slide,0,
11.410833,76.813889,,Tamil Nadu,Debris,Slide,0,
11.411389,76.6275,,Tamil Nadu,Soil,Subsidence,0,
11.411389,76.814722,,Tamil Nadu,Debris,Slide,0,
11.411586,76.777349,,Tamil Nadu,Debris,Slide,0,
11.4125,76.726389,,Tamil Nadu,Soil,Slide,0,
11.412556,76.375736,on NH 212,Kerala,Debris,Flow,0,
11.413058,76.373731,on NH 212,Kerala,Debris,Slide,0,
11.413253,76.79596,,Tamil Nadu,Debris,Slide,0,
11.413809,76.77846,,Tamil Nadu,Debris,Slide,0,
11.413889,76.816667,,Tamil Nadu,Debris,Slide,0,
11.414364,76.78096,,Tamil Nadu,Debris,Slide,0,
11.414406,76.035175,Pullurampara,Kerala,Soil,Slide,2015,
11.414642,76.786515,,Tamil Nadu,Soil,Slide,0,
11.414706,76.364936,on NH 212,Kerala,Debris,Slide,0,
11.41492,76.788738,,Tamil Nadu,Debris,Slide,0,
11.41492,76.792626,,Tamil Nadu,Debris,Slide,0,
11.41495,76.374356,on NH 212,Kerala,Debris,Slide,0,
11.415,76.809444,,Tamil Nadu,Debris,Slide,0,
11.415556,76.744167,,Tamil Nadu,Debris,Slide,0,
11.415753,76.789571,,Tamil Nadu,Debris,Slide,0,
11.415844,76.374567,on NH 212,Kerala,Debris,Slide,0,
11.415869,76.375533,on NH 212,Kerala,Debris,Slide,0,
11.415881,76.365456,on NH 212,Kerala,Debris,Slide,0,
11.416403,76.377125,on NH 212,Kerala,Soil,Slide,0,
11.416489,76.016078,Murambathi,Kerala,Debris,Slide,2015,
11.416564,76.377689,on NH 212,Kerala,Debris,Slide,0,
11.416586,76.796238,,Tamil Nadu,Debris,Slide,0,
11.417075,76.377922,on NH 212,Kerala,Soil,Slide,0,
11.4175,76.722778,,Tamil Nadu,Debris,Slide,0,
11.418414,76.378483,on NH 212,Kerala,Debris,Slide,0,
11.418883,76.378483,on NH 212,Kerala,Debris,Slide,0,
11.418889,76.740833,,Tamil Nadu,Debris,Slide,0,
11.419386,76.378781,on NH 212,Kerala,Debris,Slide,0,
11.419444,76.720833,,Tamil Nadu,Debris,Slide,0,
11.419836,76.379117,on NH 212,Kerala,Soil,Slide,0,
11.419903,76.23705,Irulkadu,Kerala,Rock,Slide,2015,
11.420208,76.380039,on NH 212,Kerala,Debris,Slide,0,
11.420556,76.830278,,Tamil Nadu,Debris,Subsidence,0,
11.421669,76.382539,on NH 212,Kerala,Debris,Slide,0,
11.422797,76.382883,on NH 212,Kerala,Debris,Slide,0,
11.422892,76.060725,Cherrusseri,Kerala,Debris,Slide,0,
11.424114,76.036125,Pottenkode,Kerala,Rock,Slide,0,
11.424848,76.077212,Nellipoil,Kerala,Rock,Slide,0,
11.425,76.780556,,Tamil Nadu,Debris,Slide,0,
11.425556,76.6275,,Tamil Nadu,Soil,Slide,0,
11.425556,76.779167,,Tamil Nadu,Debris,Slide,0,
11.426836,76.382994,Near Muslim Juma,Kerala,Debris,Slide,0,
11.427123,76.083067,,Kerala,Rock,Slide,2012,
11.427636,76.384067,on NH 212,Kerala,Debris,Slide,0,
11.428333,76.628333,,Tamil Nadu,Soil,Slide,0,
11.4302,76.0854,Muthappanpuzha Landslide,Kerala,Rock,Flow,0,
11.4311,76.386519,on NH 212,Kerala,Debris,Slide,0,
11.431297,76.386825,on NH 212,Kerala,Debris,Slide,0,
11.431389,76.74475,,Tamil Nadu,Debris,Slide,0,
11.4315,76.389,Kallala 102/800,Kerala,Rock,Slump,0,
11.432222,76.738889,,Tamil Nadu,Debris,Slide,0,
11.4335,76.0802,Karimbu Landslide,Kerala,Debris,Flow,0,
11.4337,75.9931,Theyyapara Landslide,Kerala,Debris,Slide,0,
11.434772,76.072452,Kakkattupara,Kerala,Rock,Slide,0,
11.435264,76.390853,on NH 212,Kerala,Debris,Slide,0,
11.435833,76.742222,,Tamil Nadu,Debris,Slide,0,
11.436314,76.391783,on NH 212,Kerala,Debris,Slide,0,
11.436944,76.885556,,Tamil Nadu,Debris,Slide,0,
11.437222,76.8,,Tamil Nadu,Debris,Subsidence,0,
11.437447,76.067175,Anackampoil,Kerala,Rock,Slide,2015,
11.437911,76.392803,Nadugani Betta,Kerala,Debris,Slide,0,
11.438214,76.064961,Anackampoil,Kerala,Rock,Slide,2015,
11.438889,76.747778,,Tamil Nadu,Debris,Slide,0,
11.439,76.0881,Melemuthappanpuzha  2 Landslide,Kerala,Soil,Slide,0,
11.439406,76.038903,Nellipoil,Kerala,Soil,Slide,2015,
11.44,76.800833,,Tamil Nadu,Debris,Subsidence,0,
11.4404,76.0889,Melemuthappanpuzha  1 Landslide,Kerala,Debris,Slide,0,
11.442778,76.873611,,Tamil Nadu,Debris,Slide,0,
11.442981,76.056111,Kandapanchal,Kerala,Debris,Slide,2015,
11.444064,76.102036,Murippuzha,Kerala,Rock,Slide,0,
11.4441,76.0709,Kandapanchal  1 Landslide,Kerala,Debris,Slide,0,
11.444172,76.074897,Kandapanchal,Kerala,Rock,Slide,2015,
11.444314,76.056078,Kooruttupara,Kerala,Rock,Slide,2015,
11.445,76.0739,Kandapanchal  2 Landslide,Kerala,Debris,Slide,0,
11.445556,76.744444,,Tamil Nadu,Debris,Slide,0,
11.447025,76.064183,Kadappanchal_2,Kerala,Debris,Flow,0,
11.4475,76.900556,,Tamil Nadu,Debris,Slide,0,
11.4475,76.0959,Maripuzha 1 Landslide,Kerala,Debris,Slide,0,
11.448076,76.066732,Kadappanchal_1,Kerala,Debris,Slide,0,
11.4492,76.1014,Maripuzha 2 Landslide,Kerala,Debris,Slide,0,
11.449386,76.101167,Murippuzha,Kerala,Rock,Fall,2015,
11.450278,76.904167,,Tamil Nadu,Debris,Subsidence,0,
11.450278,76.904167,,Tamil Nadu,Debris,Subsidence,0,
11.4516,76.0604,Mundur slide,Kerala,Debris,Slide,0,
11.452778,76.641667,,Tamil Nadu,Debris,Slide,0,
11.453056,76.757222,,Tamil Nadu,Debris,Slide,0,
11.454167,76.645,,Tamil Nadu,Soil,Slide,0,
11.454444,76.765556,,Tamil Nadu,Debris,Subsidence,0,
11.454722,76.646111,,Tamil Nadu,Debris,Slide,0,
11.455278,76.678056,,Tamil Nadu,Soil,Slide,0,
11.455592,76.034178,Chempukadavu,Kerala,Rock,Slide,2015,
11.4562,76.0429,Vattachuvadu Landslide,Kerala,Debris,Flow,0,
11.456779,76.109086,Murippuzha,Kerala,Debris,Slide,0,
11.457222,76.678056,,Tamil Nadu,Debris,Slide,0,
11.457566,76.097791,Murippuzha,Kerala,Debris,Slide,2015,
11.457868,75.93616,,Kerala,Debris,Slide,2018,
11.458361,76.063011,Puliyilakkattupadi,Kerala,Debris,Slide,2015,
11.4589,76.063204,Vallolikkal slide,Kerala,Rock,Flow,0,
11.459056,76.056292,Kooruttupara,Kerala,Rock,Slide,0,
11.46,76.0382,Vendekkumpoyil2 Landslide,Kerala,Debris,Flow,0,
11.46051,75.91222,,Kerala,Debris,Flow,1974,
11.461323,75.931758,,Kerala,Debris,Flow,2018,
11.4616,76.0379,Vendekkumpoyil1 Landslide,Kerala,Debris,Flow,0,
11.4618,76.029,Ambedkar Colony 1 Landslide,Kerala,Debris,Flow,0,
11.4625,76.583889,,Tamil Nadu,Soil,Slide,0,
11.4628,76.0259,Ambedkar colony2 Landslide,Kerala,Debris,Flow,0,
11.4633,75.9248,Vettiozhinja Thottam Landslide,Kerala,Debris,Slide,0,
11.465,76.0321,Kozhikodanchal Landslide,Kerala,Debris,Flow,0,
11.4653,75.9337,Poovanmala Landslide,Kerala,Debris,Flow,0,
11.466111,76.577778,,Tamil Nadu,Debris,Slide,0,
11.4675,76.575,,Tamil Nadu,Debris,Slide,0,
11.4675,76.0281,Nooranthodu LP School Landslide,Kerala,Debris,Flow,0,
11.469539,76.049333,Thusharagiri,Kerala,Soil,Slide,2015,
11.469722,76.4125,,Tamil Nadu,Debris,Slide,0,
11.4703,76.4111,Nadukanichuram,Kerala,,,2007,
11.470611,76.031028,Kodemcherry Village,Kerala,Debris,Flow,0,
11.4708,75.9213,Karinchola mala slide,Kerala,Debris,Flow,0,
11.4747,75.9306,Kalvari Landslide,Kerala,Debris,Flow,0,
11.475014,76.16935,Karimattam Estate,Kerala,Debris,Flow,1984,
11.475556,76.358333,,Tamil Nadu,Debris,Slide,0,
11.476256,76.039217,Muttithodu,Kerala,Soil,Slide,0,
11.476742,75.930898,Kattipara slide-1,Kerala,Rock,Fall,0,
11.477667,76.04075,Kodencherry Village,Kerala,Debris,Flow,0,
11.477667,76.04075,Kodencherry Village,Kerala,Debris,Flow,0,
11.477667,76.04075,Kodenchery Village,Kerala,Debris,Flow,0,
11.48,76.36,Pandalur road slide,Tamil Nadu,Debris,Slide,0,
11.484167,76.441667,,Tamil Nadu,Debris,Slide,0,
11.4891,76.0235,Chipplithodu (29th mile) Landslide,Kerala,Debris,Slide,0,
11.489694,76.002278,Pudupadi Village,Kerala,Debris,Flow,0,
11.4926,75.8665,Thoradumala rupture,Kerala,Debris,Slide,2007,
11.4937,75.8901,Oranjottukunnu rupture,Kerala,Debris,Subsidence,2007,
11.493889,75.868056,Manicherimala,Kerala,Rock,Slide,0,
11.494167,76.885,,Tamil Nadu,Debris,Slide,0,
11.495833,76.360556,,Tamil Nadu,Debris,Subsidence,0,
11.4978,75.8647,Kurumpoyil Landslide,Kerala,Debris,Flow,0,
11.498056,76.334167,,Tamil Nadu,Debris,Slide,0,
11.500222,76.585917,,Tamil Nadu,Debris,Slide,0,
11.501078,76.003206,Moopankuzhi-1,Kerala,Debris,Slide,2008,
11.501625,76.004372,Valliyad,Kerala,Debris,Slide,2008,
11.502122,76.007044,Valliyad-Moopankuzhi,Kerala,Debris,Slide,2007,
11.502222,76.164722,Attamala,Kerala,Rock,Slide,0,
11.502222,76.164722,Rattakolly,Kerala,Soil,Slide,0,
11.5025,75.842222,ponodumala,Kerala,Debris,Flow,2004,
11.503183,76.006814,Moopankuzhi,Kerala,Debris,Slide,1982,
11.505794,76.135806,Tea Estate-Soochipara Rd,Kerala,Rock,Slide,0,
11.505833,75.867778,Manicherimala,Kerala,Debris,Flow,2004,
11.506867,76.030142,Churam Road,Kerala,Debris,Slide,0,
11.5075,75.990833,Kanappankundu,Kerala,Rock,Slide,2014,
11.5076,75.8817,Thalayad Landslide,Kerala,Debris,Slide,0,
11.507778,75.878333,Manicherimala,Kerala,Rock,Slide,2014,
11.508611,75.994167,Mayilallumpara,Kerala,Rock,Slide,0,
11.509167,75.991667,Mayilampara rubber plantation,Kerala,Debris,Flow,1994,
11.509444,75.858889,Manicherimala,Kerala,Debris,Flow,1990,
11.509722,75.97,Mayilallumpara rubber plantation,Kerala,Rock,Slide,0,
11.509792,76.024886,Near Lakkidi-Near Hairpin No.9,Kerala,Rock,Slide,0,
11.51,76.28,Cherambadi debris slide,Tamil Nadu,Debris,Slide,2020,
11.51,76.3,,Tamil Nadu,Debris,Slide,0,
11.51,76.32,,Tamil Nadu,Debris,Slide,0,
11.51,76.32,Cherambadi road debris flow,Tamil Nadu,Debris,Flow,0,
11.51,76.31,,Tamil Nadu,Debris,Slide,0,
11.51,76.32,Cherangode tea estate slide,Tamil Nadu,Debris,Slide,0,
11.51,76.32,Cherangode tea Cut slope,Tamil Nadu,Debris,Slide,0,
11.51,76.33,Cherangode tea Cut slope,Tamil Nadu,Debris,Slide,0,
11.513611,75.846667,Idinjakunnu,Kerala,Debris,Flow,1984,
11.514444,75.816389,Avidanallur,Kerala,Debris,Flow,2007,
11.5148,76.0151,Churam Landslide,Kerala,Debris,Slide,0,
11.515833,75.8975,Periyamala,Kerala,Debris,Flow,2007,
11.516111,75.843889,ponodumala,Kerala,Debris,Flow,2004,
11.516353,76.909694,Chidi slide,Kerala,Rock,Slide,0,
11.516389,75.893333,East of Kilikudikimala,Kerala,Debris,Slide,0,
11.5169,75.8992,Periyamala land rupture,Kerala,Debris,Subsidence,2007,
11.518056,75.983056,Mayilampara forest,Kerala,Debris,Flow,2013,
11.518333,75.899444,Kilikudikkimala rubber plantation,Kerala,Debris,Slide,2007,
11.518705,75.877626,Kilikudikki,Kerala,Debris,Flow,2007,
11.518889,75.8875,Kilikudikkimala rubber plantation,Kerala,Debris,Slide,2007,
11.519206,76.135783,Kalladi,Kerala,Debris,Slide,2008,
11.519444,75.885,Kilikudikkimala,Kerala,Debris,Slide,0,
11.52,76.5,,Tamil Nadu,Debris,Slide,0,
11.520556,75.859167,Manicherimala,Kerala,Debris,Flow,1984,
11.520556,75.8725,Poovathunchola,Kerala,Debris,Flow,1984,
11.523333,75.886667,27th mile periyamala,Kerala,Debris,Slide,1984,
11.524853,76.169294,Vallateri village road,Kerala,Debris,Slide,0,
11.525,75.821667,Cherukkad,Kerala,Debris,Slide,0,
11.525275,76.145222,Thanjirodu,Kerala,Debris,Slide,2009,
11.525278,75.878333,North of Kilikudikkimala,Kerala,Debris,Flow,1984,
11.526181,76.163231,Vallateri road,Kerala,Debris,Slide,0,
11.526258,76.154406,Kanthapara1,Kerala,Rock,Slide,2009,
11.526589,76.144019,Thanjirodu1,Kerala,Debris,Slide,2009,
11.526944,75.890556,28th mile periyamala,Kerala,Debris,Flow,2008,
11.527778,75.878333,Vallanod,Kerala,Debris,Flow,1984,
11.528111,76.023417,Lakkidi,Kerala,Debris,Slide,0,
11.52815,76.157156,Kanthapara,Kerala,Rock,Fall,0,
11.5294,76.0293,Aramalakunnu Landslide,Kerala,Soil,Slide,0,
11.529611,76.044556,Ayisha plantation pond,Kerala,Debris,Slide,0,
11.529722,75.876111,Vattachira ponodumala,Kerala,Rock,Slide,2014,
11.53,76.47,,Tamil Nadu,Debris,Slide,0,
11.53,76.47,,Tamil Nadu,Debris,Slide,0,
11.53,76.47,,Tamil Nadu,Debris,Slide,0,
11.53,76.47,,Tamil Nadu,Debris,Slide,0,
11.53,76.47,,Tamil Nadu,Debris,Slide,2019,
11.53,76.46,,Tamil Nadu,Debris,Slide,0,
11.53,76.46,Devarsholai road debris slide1,Tamil Nadu,Debris,Slide,0,
11.53,76.4,Sulthan Bathery road debris slide,Tamil Nadu,Debris,Slide,0,
11.53,76.4,,Tamil Nadu,Debris,Slide,0,
11.53,76.26,,Tamil Nadu,Debris,Slide,0,
11.530277,76.14,Nellimunda,Kerala,Debris,Slide,0,
11.531108,76.187719,Rippon tea estate,Kerala,Debris,Slide,2012,
11.531636,76.182614,Vallateri Pudukkod road,Kerala,Debris,Slide,0,
11.533056,75.896667,Kuttali rubber plantation,Kerala,Debris,Flow,1984,
11.534194,76.228447,Nellimala-1,Kerala,Debris,Slide,2008,
11.534444,76.026472,NH-212,Kerala,Rock,Slide,0,
11.534597,76.189739,Rippon tea estate,Kerala,Debris,Slide,2010,
11.5346,76.0244,Veterinary College Landslide,Kerala,Debris,Slide,0,
11.534744,76.228631,Nellimala-2,Kerala,Debris,Slide,2008,
11.535417,76.018278,85,Kerala,Debris,Flow,0,
11.5356,76.0215,Jawaharvidhya Nagar Landslide,Kerala,Soil,Slide,0,
11.536361,76.041528,Vattappara2,Kerala,Debris,Slide,0,
11.536478,76.229122,Nellimala,Kerala,Rock,Slide,2008,
11.536667,76.035778,Vattappara1,Kerala,Debris,Slide,0,
11.5375,76.0275,Pookode lake 2,Kerala,Rock,Slide,0,
11.537861,76.059,Niket,Kerala,Debris,Slide,0,
11.538517,76.151192,Arepetta-Anakkap,Kerala,Debris,Slide,2010,
11.538819,76.150189,Anakkap - Near 1st Mile,Kerala,Debris,Slide,2009,
11.53888,76.02722,Pookode lake 3,Kerala,Rock,Slide,0,
11.539167,75.905278,Kuttali rubber plantation,Kerala,Rock,Slide,2014,
11.539194,76.004222,50Acre 2,Kerala,Debris,Flow,0,
11.539444,75.903056,Kuttali rubber plantation,Kerala,Debris,Flow,1996,
11.539444,75.913056,Kakkayam,Kerala,Debris,Flow,0,
11.54,76.027222,Pookode lake 1,Kerala,Rock,Slide,0,
11.54,76.48,,Tamil Nadu,Debris,Slide,0,
11.54,76.41,Devarsholai road debris slide2,Tamil Nadu,Debris,Slide,2019,
11.54,76.41,,Tamil Nadu,Debris,Slide,0,
11.54,76.41,,Tamil Nadu,Debris,Slide,0,
11.54,76.41,,Tamil Nadu,Debris,Slide,0,
11.540061,76.153442,Arepetta-Anakkap (Cut Slope Failure),Kerala,Debris,Slide,2010,
11.540444,76.010611,Sugandhagiri 1,Kerala,Debris,Slide,0,
11.540461,76.172875,,Kerala,Rock,Slide,0,
11.540794,76.154522,Arepetta-1,Kerala,Debris,Slide,2010,
11.540817,76.172769,,Kerala,Rock,Slide,0,
11.541958,76.137411,1st Mile,Kerala,Debris,Slide,1961,
11.541972,76.000389,50Acre,Kerala,Debris,Flow,0,
11.542717,76.121397,Kadoor-10 Number 1,Kerala,Rock,Slide,2009,
11.543053,76.156533,Arepetta-Estate to 1mile road,Kerala,Debris,Slide,1982,
11.54315,76.154031,Thazhe Arepetta,Kerala,Debris,Slide,1961,
11.543167,76.178,Nedumkarana,Kerala,Debris,Slide,0,
